cod.mun,departamento_y_municipio,t_2001,h_01,m_01,t_2012,h_12,m_12,tmn_2001_2012(%),tac_ 2001_2012(%),ind_mas,urbana,rural,pob_insrc_%,pob_ci_%,t_taf>15,h_>15,m_>15,t_ae(6_19),h_ae(6_19),m_ae(6_19),nin_(ni>19),prim_(ni>19),se_(ni>19),sup_(ni>19),ins_(ni>19),otro_(ni>19),t_aest,h_aest,m_aest,est_sal_ultpar,dom_ultpar,otro_ultpar,sinesp_ultpar
030905,Colcapirhua,41980,20273,21707,51990,25275,26715,7.2006007863,1.9075283876,94.6097697923,100,0,99.064214884,80.4924023851,97.5287809923,99.2275120165,95.9879586858,90.8400702988,91.1899791232,90.4829545455,3.720786256,18.6596502089,40.3621730382,30.8001857298,5.9371614301,0.5200433369,10.7798176635,11.3766845914,"10,2","88,6","9,7","1,6","0,0"
031001,Sacaba,117100,56841,60259,172466,84030,88436,6.7365149656,3.4534177624,95.0178660274,87.0374450616,12.9625549384,98.815574699,79.3710064592,95.9211884872,98.5239259643,93.5370479367,89.9510616311,90.0073503811,89.8938679245,6.4678277602,26.6007579179,36.8827190795,25.3794498223,4.0949164523,0.5743289678,9.4939566863,10.1779570901,"8,9","79,9","17,8","2,2","0,0"
031002,Colomi,17372,8859,8513,19285,9740,9545,-3.8778828205,0.9318116146,102.0429544264,20.2955665025,79.7044334975,98.0335032775,72.4552761213,88.8862198735,94.5821417223,83.0992736077,84.7405112316,82.5802615933,87.0915561307,17.8817590525,49.8495291719,26.3372488108,4.8636054752,0.7377924473,0.3300650422,5.3679594621,6.2605288932,"4,5","53,6","43,0","3,4","0,0"
031003,Villa Tunari,52886,30261,22625,71386,39085,32301,2.3109278903,2.6755508533,121.0024457447,12.174656095,87.825343905,97.3747622067,72.3321099375,94.3458323277,96.9199336957,90.9452026889,83.8514603118,82.9805107527,84.8464491363,11.6160300172,51.4409296993,30.3533274272,5.4562509771,0.862473292,0.2709885872,5.8853308218,6.3579227452,"5,3","64,8","32,0","3,0","0,1"
031101,Tapacarí,25919,12929,12990,24625,12506,12119,-6.858551102,-0.4568092871,103.1933327832,0,100,98.1838911964,78.6152284264,81.5610365283,89.8557870085,73.0447987851,81.8043588444,85.3056234719,78.0378748027,32.4252491694,46.4377999262,17.8516057586,2.7759320783,0.4134366925,0.095976375,3.8956946294,4.8379371143,"2,9","15,0","82,9","2,0","0,1"
031201,Totora,12927,6613,6314,14665,7582,7083,-5.3756630512,1.1251678198,107.0450374135,0,100,97.904540163,77.0473917491,88.0394304491,93.7434609751,81.7743047575,75.7404795487,75.2641878669,76.2458471761,19.3781159801,58.5017055891,17.6594069798,3.8310154815,0.419837313,0.2099186565,4.4899355348,5.1403331651,"3,8","42,7","54,7","2,6","0,0"
031202,Pojo,11515,6004,5511,10156,5271,4885,-3.2875764217,-1.1201756476,107.9017400205,0,100,98.1115285743,71.6916108704,90.8301158301,95.5447055233,85.57332426,80.7648401826,80.2094818082,81.3609467456,15.4962275102,60.9982588508,20.3907912556,2.5536854324,0.3482298317,0.2128071194,4.6224806202,5.2122884474,"4,0","46,7","49,7","3,5","0,1"
031203,Pocona,13488,6722,6766,10750,5416,5334,-4.4676098287,-2.0238093581,101.5373078365,0,100,98.147628403,76.3162790698,87.8746407554,94.7324875896,81.1192610704,83.367983368,85.1612903226,81.5282791817,18.02143446,56.1582852432,20.8573784007,4.4023083265,0.3297609233,0.2308326463,4.8181216931,5.6103286385,"4,0","43,0","53,4","3,5","0,1"
031204,Chimoré,14834,8577,6257,21736,11677,10059,5.1044083527,3.4077153746,116.0850979223,28.8001472212,71.1998527788,96.7030426339,71.8301435407,95.5579631636,97.6890756303,92.9523197945,83.0858435865,81.8352059925,84.4884488449,8.5036083819,42.0832971046,35.3621424224,11.6424658725,2.086775063,0.3217111556,7.2802419355,7.8700126662,"6,5","71,9","26,1","1,9","0,1"
031205,Puerto Villarroel,40790,22784,18006,46627,24755,21872,3.2108843537,1.1929323716,113.1812362838,27.9473266562,72.0526733438,97.5821570951,70.9781886032,94.1284464918,97.020254879,90.703609187,82.9069547091,82.2216861657,83.6604774536,11.1466127401,46.9201213347,32.6552072801,7.9757330637,1.0960566229,0.2062689585,6.3958908559,6.9605055292,"5,7","70,4","27,2","2,4","0,1"
031206,Entre Rios,22187,12166,10021,31550,16705,14845,6.775297017,3.1402971179,112.5294712024,44.234548336,55.765451664,97.8123109257,71.5404120444,94.5626130752,97.3442563918,91.2554853901,81.8790680125,80.1879971077,83.7246005129,10.7634173703,46.8087618823,33.6954596446,7.4452382358,0.915156167,0.3719667001,6.4343824228,7.0783324191,"5,7","69,9","25,7","4,3","0,0"
031301,Mizque,26659,13314,13345,26900,13434,13466,-4.5206547155,0.0802717738,99.7623644735,12.9628252788,87.0371747212,96.3026784042,68.6171003717,84.0863981319,90.1903877409,77.9121653358,82.5077222286,82.9092546724,82.0930232558,24.4357976654,49.1970286523,20.3112840467,5.1432614079,0.6862398302,0.2263883976,4.7133130009,5.3015463918,"4,1","43,0","54,2","2,7","0,1"
031302,Vila Vila,4591,2295,2296,5459,2674,2785,-4.0499784576,1.5445870289,96.0143626571,0,100,93.9433228376,61.2016852903,79.4461538462,86.5966646078,72.3482526058,80.6291390728,81.5610859729,79.7413793103,30.7408772576,50.2027276078,14.7069664578,3.7965352009,0.5528934759,0,3.889298893,4.367013373,"3,4","25,4","71,7","2,5","0,3"
031303,Alalay,4931,2493,2438,3447,1738,1709,-4.1595049845,-3.1935512517,101.6968987712,0,100,95.0321449445,62.6051639106,82.1786690975,91.6981132075,73.2804232804,76.5076507651,78.2534246575,74.5730550285,25.4200542005,52.5203252033,18.1571815718,3.4146341463,0.379403794,0.108401084,4.0591106291,5.0158550396,"3,2","20,1","78,6","1,3","0,0"
031401,Punata,26140,12148,13992,28887,13476,15411,-3.4328300575,0.8912906035,87.4440334826,67.8540519957,32.1459480043,98.8969823101,84.4982171911,93.2988180131,98.2338281504,89.2485549133,91.4525751857,91.5458343573,91.361003861,9.7014084507,34.8901408451,30.6816901408,21.9605633803,2.4788732394,0.2873239437,8.2032667877,9.3714649682,"7,3","75,7","20,4","3,9","0,0"
031402,Villa Rivero,5857,2752,3105,8135,3996,4139,11.8801948983,2.9304292578,96.545059193,0,100,98.5219854662,76.4105716042,89.8674414382,96.1655277145,84.0932822833,90.5676483141,91.0373443983,90.0702987698,18.41117598,37.7189324437,28.5029190992,13.6363636364,1.1884904087,0.542118432,6.5125289535,7.7144136079,"5,4","57,0","39,7","3,3","0,0"
031403,San Benito,12720,5939,6781,13562,6495,7067,1.2356199403,0.5717124847,91.9060421678,62.7119893821,37.2880106179,98.8386714994,80.1430467483,92.0339160473,97.3155876382,87.4609375,90.4102817598,90.9134385462,89.8721227621,13.1109481916,36.6446725318,30.5351906158,17.656402737,1.8695014663,0.1832844575,7.3437731196,8.4962039046,"6,4","71,5","24,8","3,6","0,1"
031404,Tacachi,1076,512,564,1303,620,683,-1.9014693172,1.7073793414,90.775988287,0,100,99.1512345679,76.515732924,93.7367303609,96.7816091954,91.124260355,88.6486486486,90,87.2222222222,10.0120627262,28.2267792521,35.4644149578,25.2110977081,1.0856453559,0,8.763190184,9.84,"7,8","62,3","31,3","6,4","0,0"
031405,Cuchumuela,1942,940,1002,2768,1283,1485,-0.0830564784,3.1611655079,86.3973063973,0,100,98.6579615524,75.4696531792,92.0956838274,95.6953642384,88.8888888889,90.3141361257,88.7052341598,91.7705735661,15.5820895522,34.3880597015,31.1044776119,16.8358208955,1.9104477612,0.1791044776,7.1141469338,8.2868318123,"6,1","49,2","48,3","2,4","0,2"
031501,Bolívar,8635,4286,4349,7279,3820,3459,-7.5135307227,-1.5237371436,110.4365423533,0,100,98.1955922865,78.8982003022,83.7854251012,93.4865900383,72.9184549356,77.9981549815,83.5326586937,72.4329324699,24.7859181732,51.9029495718,19.6003805899,3.0447193149,0.4281636537,0.2378686965,4.348759542,5.2840553819,"3,3","17,2","78,4","4,2","0,1"
031601,Tiraque,20772,10239,10533,21231,10410,10821,-7.7332902809,0.1949507945,96.2018297754,11.2853845792,88.7146154208,98.3707492659,69.3090292497,89.1511541325,95.1665375678,83.5842293907,87.6916813679,88.6309680823,86.6964784796,17.416598491,56.958458322,21.5344059631,3.245159531,0.7090264521,0.1363512408,4.8327262794,5.7153369481,"4,0","45,3","52,1","2,6","0,0"
031602,Shinahota,14709,8110,6599,20841,11201,9640,5.7954673582,3.1081472409,116.1929460581,27.2011899621,72.7988100379,97.5372307099,70.6731922652,94.18152469,97.099705961,90.6295754026,83.2197867299,82.0352472996,84.5083487941,10.8602432835,46.8364400105,33.1583092675,7.412269187,1.4089437298,0.3237945217,6.4023746702,6.9632646542,"5,7","75,9","22,3","1,9","0,0"
040101,Oruro,201504,97745,103759,264943,126826,138117,0.757915584,2.4413432057,91.8250468805,100,0,98.9718195392,83.7112133553,97.6287564867,99.4094371936,96.0753807159,91.3413855414,91.2529039927,91.4309143091,3.8041329627,15.961418988,39.1150464692,36.5641061041,3.767108244,0.7881872321,11.1736872475,11.9289725529,"10,5","80,0","18,2","1,8","0,0"
040102,Caracollo,20619,10258,10361,23115,11395,11720,-7.4220906308,1.0192317133,97.2269624573,23.1711010167,76.8288989833,98.2297813259,82.0679212632,95.0630115629,98.3333333333,91.9559158855,89.4507410636,89.99421631,88.9018691589,8.555431131,35.274356103,38.8727136991,15.7745427398,1.1646136618,0.3583426652,7.9231000979,9.0020164418,"6,9","42,2","56,4","1,3","0,1"
040103,El Choro,5710,2714,2996,8725,4244,4481,-0.7032165647,3.7816732872,94.7110020085,0,100,98.4362423824,86.212034384,95.5129247277,98.836811495,92.5030978934,87.1011235955,89.0328151986,85.0046860356,7.0581798286,40.0510669342,42.9874156484,8.8819989057,0.6930512493,0.3282874339,7.3720418272,8.3432718713,"6,5","34,6","63,8","1,5","0,0"
040104,Soracachi,13978,7011,6967,12846,6573,6273,-3.1764188297,-0.7532796709,104.7824007652,0,100,98.2272549785,82.7183559085,92.9902189101,97.4353102817,88.3913764511,85.358974359,86.6534849234,83.9637719766,11.3451539795,50.193307559,31.9024130116,5.5192640981,0.7332355686,0.3066257832,6.0410922233,7.0739863086,"5,0","35,0","61,3","3,6","0,1"
040201,Challapata,24370,12525,11845,28304,14473,13831,0.6046492626,1.3348204589,104.6417468007,44.8134539288,55.1865460712,98.5095234724,87.5635952516,90.3993064962,95.7331347095,84.8658792361,84.1357175608,83.7382359378,84.5728038508,15.3394541253,42.3583786147,30.8600337268,10.0743239023,0.8743988508,0.4934107801,6.4309433962,7.2813863608,"5,6","39,1","58,6","2,1","0,1"
040202,Quillacas,3305,1735,1570,4051,2146,1905,2.7245508982,1.8153819052,112.6509186352,0,100,98.2946119624,84.5717106887,94.8098115891,99.4587280108,89.6629213483,89.4105894106,89.407540395,89.4144144144,8.57368629,40.0632161201,37.9691821414,12.1295930462,0.7506914263,0.5136309759,7.3540840603,8.4138719512,"6,2","41,0","57,0","2,0","0,0"
040301,Corque,8548,4526,4022,9221,4867,4354,1.3451239258,0.6759821358,111.7822691778,0,100,98.6637696904,87.0187615226,93.9150227618,98.5189404728,88.6651510231,86.3596102746,83.6498761354,89.4937917861,9.3440697869,35.363194095,43.4155343063,10.451266566,0.9729911089,0.4529441369,7.5478966042,8.7117834395,"6,2","26,0","71,7","2,4","0,0"
040302,Choque Cota,1615,817,798,1850,952,898,-1.758641601,1.2117336675,106.013363029,0,100,98.9713048186,85.4594594595,95.3125,98.8941548183,91.8083462133,91.1646586345,91.7293233083,90.5172413793,7.2870939421,30.1141352063,43.1079894644,18.8762071993,0.4389815628,0.1755926251,8.7268683274,10.4982014388,"7,0","26,4","71,8","1,8","0,0"
040401,Curahuara de Carangas,5278,2814,2464,4184,2212,1972,2.401280683,-2.0718401935,112.1703853955,0,100,99.4251497006,93.1405353728,93.5668575278,98.0242192479,88.5714285714,78.8121990369,71.832884097,89.0873015873,12.3768230193,36.8545526212,39.298383918,9.8935750887,0.433582972,1.1430823808,7.1720985692,8.56875,"5,7","29,0","67,2","3,8","0,0"
040402,Turco,4160,2135,2025,5207,2658,2549,-0.7612456747,2.0023501685,104.2761867399,0,100,99.1724403387,90.2823122719,95.4977628635,98.6405655247,92.1704087507,92.2127987664,92.2962962963,92.1221864952,7.5278810409,35.1301115242,44.3308550186,11.4931846344,1.0223048327,0.4956629492,7.8118966054,9.1013268999,"6,4","30,7","66,7","2,4","0,2"
040501,Huachacalla,1650,983,667,1003,658,345,32.8767123288,-4.4399962254,190.7246376812,0,100,99.2015968064,93.6191425723,97.1639950678,100,90.4166666667,46.0227272727,33.8181818182,89.6103896104,4.8062015504,14.1085271318,57.984496124,21.7054263566,1.0852713178,0.3100775194,10.5210608424,11.1689814815,"9,2","57,9","38,8","2,6","0,7"
040502,Escara,863,436,427,4223,2149,2074,1.9023282226,14.1633102835,103.6162005786,0,100,97.7235001186,87.3786407767,96.9302635969,98.3957219251,95.4696868754,91.0561370124,91.134751773,90.9650924025,4.6310240964,21.0843373494,57.7936746988,15.5496987952,0.5271084337,0.4141566265,9.7183364839,10.5642201835,"8,9","28,9","69,1","2,0","0,0"
040503,Cruz de Machacamarca,869,449,420,1967,979,988,-6.2874251497,7.2866142568,99.0890688259,0,100,96.7922606925,86.6802236909,97.1872686899,99.2412746586,95.2312138728,86.7886178862,88.188976378,85.2941176471,5.3278688525,26.8852459016,56.5573770492,10.4918032787,0.737704918,0,8.7623762376,9.7982905983,"7,8","35,6","62,9","1,5","0,0"
040504,Yunguyo de Litoral,221,123,98,514,266,248,-1.6055045872,7.5286821131,107.2580645161,0,100,98.2490272374,91.2451361868,100,100,100,91.724137931,89.4736842105,94.2028985507,2.2364217252,34.8242811502,58.4664536741,4.4728434505,0,0,8.4249201278,9.156626506,"7,6","30,8","64,4","4,8","0,0"
040505,Esmeralda,952,496,456,2702,1352,1350,-1.0677808728,9.3047698726,100.1481481481,0,100,97.070819429,86.8985936343,97.8441127695,99.1021324355,96.6230936819,87.5536480687,88.0222841226,87.0588235294,4.1035353535,29.6085858586,53.6616161616,11.8055555556,0.8207070707,0,8.8025316456,9.4428754814,"8,2","43,2","55,1","1,8","0,0"
040601,Poopó,6163,3045,3118,7587,3864,3723,0.7774390244,1.8541401822,103.787268332,48.2667721102,51.7332278898,99.4584599128,89.1920390141,92.2574796011,96.9718560741,87.3707533235,86.4864864865,84.8205128205,88.4248210024,13.3763094279,31.184528606,40.4512489927,13.0741337631,1.2489927478,0.6647864625,7.6099736469,8.5887550201,"6,6","53,8","42,2","3,9","0,1"
040602,Pazña,5469,2671,2798,5955,2997,2958,-0.0392156863,0.7593738286,101.3184584179,0,100,98.5182690689,85.2560873216,92.5565555826,97.4246841594,87.6765708719,92.1499292786,91.1931818182,93.0985915493,11.593038822,32.1820615797,40.6693440428,13.4404283802,1.6064257028,0.5087014726,7.7652127087,8.7761033369,"6,8","47,2","49,3","3,4","0,1"
040603,Antequera,3352,1719,1633,3264,1678,1586,2.4799416484,-0.237294753,105.8007566204,0,100,98.6805768641,83.2107843137,95.009596929,99.064546305,90.7389162562,93.6898395722,94.0594059406,93.2558139535,9.0568060021,30.4930332262,40.9967845659,16.7202572347,1.9828510182,0.7502679528,8.3137149028,9.2172995781,"7,4","58,1","39,5","2,4","0,0"
040701,Huanuni,19428,9980,9448,24677,12809,11868,-2.4635164938,2.1331784941,107.928884395,82.4087206711,17.5912793289,99.363238157,78.8750658508,95.8792072979,98.650101541,92.7963849016,92.3313704497,92.7195990504,91.9315403423,6.272930005,26.1420041724,48.6583699014,16.4808287174,1.8919502194,0.5539169844,8.9894394213,9.4257710761,"8,5","74,7","23,9","1,4","0,0"
040702,Machacamarca,4180,2063,2117,4820,2357,2463,4.2887776984,1.2707100509,95.6963053187,57.0331950207,42.9668049793,98.6489295365,84.7717842324,94.3232745742,98.5037406484,90.4761904762,91.796875,90.6298003072,93.0047694754,9.3140551446,29.2871553463,37.491593813,21.015467384,2.353732347,0.537995965,8.6225076039,9.6716524217,"7,7","63,6","35,0","1,4","0,0"
040801,Salinas de García Mendoza,8723,4431,4292,11878,6215,5663,1.3180229656,2.7537009583,109.7474836659,0,100,98.1907338519,85.8730425998,97.0716510903,99.0874159462,94.8976948977,87.1866295265,86.0345932095,88.5583524027,6.0168799347,35.7881840457,42.2951265995,14.4976858154,1.1707051457,0.231418459,8.0900233292,9.2994425272,"6,8","38,2","59,5","2,3","0,1"
040802,Pampa Aullagas,2975,1543,1432,2973,1567,1406,-0.4569687738,-0.0059983858,111.4509246088,0,100,97.3364801079,81.7356205853,92.6493108729,97.4708171206,87.3254564984,90.4761904762,92.5837320574,88.1578947368,12.1798520205,44.3938531588,33.1815594764,9.4479225953,0.5122367672,0.2845759818,6.5656392694,7.61596548,"5,4","33,7","64,5","1,8","0,0"
040901,Sabaya,4684,2465,2219,8018,4151,3867,1.835594573,4.7946108623,107.344194466,0,100,97.2038447135,89.1369418808,98.0366245044,99.4901675164,96.4719717758,88.4902143523,87.7099911583,89.3596059113,2.9493481513,29.1729001923,53.8790339816,12.9942295362,0.812139346,0.1923487925,8.991416309,9.7451466336,"8,2","33,2","64,5","2,2","0,1"
040902,Coipasa,616,307,309,903,479,424,5.3793103448,3.4115290481,112.9716981132,0,100,97.3392461197,88.4828349945,99.4854202401,100,98.8888888889,87.0860927152,82.8025477707,91.724137931,1.0183299389,19.1446028513,64.3584521385,13.849287169,1.6293279022,0,10.0350515464,10.9160305344,"9,0","40,6","58,4","1,0","0,0"
040903,Chipaya,1814,943,871,2003,1005,998,-0.3601440576,0.8840367059,100.7014028056,0,100,96.1866532865,86.1707438842,97.0394736842,98.8486842105,95.2302631579,82.8696925329,87.3156342183,78.488372093,7.3412698413,37.6984126984,46.9246031746,7.3412698413,0.496031746,0.1984126984,7.2813121272,8.1196078431,"6,4","30,8","65,7","3,3","0,3"
041001,Toledo,7763,3854,3909,10149,5191,4958,-1.1507348752,2.3905090246,104.699475595,0,100,98.2620716895,87.6243964923,94.2082311256,98.1248325743,90.1525658807,88.1217838765,87.2549019608,89.0794223827,10.1260126013,35.8385838584,41.5241524152,10.5310531053,1.4101410141,0.5700570057,7.4890433731,8.6181547619,"6,3","35,8","61,7","2,4","0,0"
041101,Eucaliptus,5424,2701,2723,5267,2668,2599,-4.6695240244,-0.2619919162,102.6548672566,49.8576039491,50.1423960509,98.6486486486,82.5137649516,92.7319004525,97.0291479821,88.3561643836,89.0203813281,90.3267973856,87.6984126984,12.7955944282,33.8516358925,38.8726919339,12.7632005183,1.1337868481,0.583090379,7.4931640625,8.3555413197,"6,6","43,7","55,5","0,8","0,0"
041201,Santiago de Andamarca,4588,2301,2287,5216,2646,2570,-5.1443455611,1.1442653086,102.9571984436,0,100,98.7893927748,89.5130368098,93.8501971091,98.2048574446,89.5342752486,88.3404255319,88.6996904025,87.9017013233,10.7874242861,35.910008653,38.1309489472,14.1044130372,0.8364580329,0.2307470436,7.6369704005,9.0919811321,"6,2","26,3","71,9","1,8","0,0"
041202,Belén de Andamarca,1548,816,732,2016,1047,969,4.8561151079,2.3561262345,108.0495356037,0,100,98.7537387836,86.2599206349,94.4484498919,99.2816091954,89.5803183792,93.0526315789,91.8215613383,94.6601941748,11.4715189873,33.7816455696,42.5632911392,11.0759493671,0.5537974684,0.5537974684,7.480127186,8.9886547812,"6,0","31,5","64,9","3,6","0,0"
041301,San Pedro de Totora,4941,2556,2385,5531,2848,2683,-4.3850703651,1.0061387628,106.1498322773,0,100,98.8194696695,88.2842162358,95.1315789474,98.2888777051,91.6712630998,89.8384925976,90.4891304348,89.2,12.3357228196,33.6917562724,42.6224611708,10.1254480287,0.9557945042,0.2688172043,7.3821675173,8.4490263459,"6,2","21,4","76,1","2,3","0,2"
041401,Huari,10221,5558,4663,13897,7526,6371,1.1267605634,2.7403557036,118.1290221315,31.668705476,68.331294524,98.6003895823,85.622796287,91.3599182004,96.4905730819,85.1458286231,88.5942400912,89.9947061938,86.9592088999,12.3573710634,38.1560931082,35.6458238247,12.4828845276,1.0839799178,0.2738475582,7.1870264064,7.8957722897,"6,3","43,0","54,9","1,9","0,1"
041501,La Rivera,390,209,181,509,254,255,5.0970873786,2.3753007186,99.6078431373,0,100,96.0707269155,87.8192534381,96.1988304094,100,92.6553672316,87.2881355932,91.3793103448,83.3333333333,5.3627760252,23.3438485804,59.3059936909,9.7791798107,1.5772870662,0.6309148265,8.8138801262,9.2451612903,"8,4","32,4","63,2","4,4","0,0"
041502,Todos Santos,387,202,185,727,401,326,0.3558718861,5.6238233488,123.0061349693,0,100,96.9696969697,90.9215955983,98.7704918033,100,97.1830985915,80.3921568627,71.7741935484,93.75,2.3474178404,21.1267605634,60.7981220657,15.0234741784,0.7042253521,0,9.8544600939,10.9145299145,"8,6","28,7","69,3","2,0","0,0"
041503,Carangas,353,177,176,840,417,423,-8.5872576177,7.7327025274,98.5815602837,0,100,91.8757467145,78.2142857143,98.3333333333,98.4,98.275862069,89.0196078431,88.4615384615,89.6,4.6610169492,25.4237288136,56.3559322034,11.4406779661,2.1186440678,0,8.7266949153,9.0540540541,"8,4","34,5","57,9","7,6","0,0"
041601,Huayllamarca,5790,3052,2738,5502,2948,2554,-3.6794766966,-0.4550835734,115.4267815192,0,100,98.1194084353,88.7131952017,93.6663479924,98.2826948481,88.1860951385,88.8584474886,88.6164623468,89.1221374046,10.0753051156,35.0817969359,42.5863412101,10.9062581148,0.9088548429,0.4414437808,7.4605744125,8.6843885935,"6,0","33,1","65,1","1,8","0,1"
050101,Potosí,145057,69913,75144,191302,91657,99645,-3.269070563,2.4682900857,91.9835415726,92.0126292459,7.9873707541,98.8894015983,80.0650280708,95.575633972,98.7135983793,92.8124396081,91.5971384093,91.3542219862,91.8343358916,6.2744451467,19.7658761782,36.5053630476,33.4597382137,3.3570571478,0.637520266,10.3765114817,11.1459375745,"9,7","78,7","18,8","2,4","0,1"
050102,Tinguipaya,21794,10835,10959,27200,14343,12857,-5.3626279863,1.9764250927,111.557906199,0,100,96.574860066,65.3492647059,73.2440858243,85.0127403289,60.0906148867,77.7930718055,81.8181818182,73.3462095606,33.9751247277,47.1857213126,15.6910969011,2.7896844916,0.2108073923,0.1475651746,3.7118297752,4.3914723518,"2,9","17,8","80,1","2,0","0,1"
050103,Yocalla,8046,4035,4011,8979,4619,4360,-0.7420675537,0.9785999711,105.9403669725,0,100,99.1169237648,84.7867245796,87.7885215221,96.1890243902,78.9910600255,90.8817204301,91.2052117264,90.5195989061,16.4960971379,41.2142237641,32.5411968777,8.5342584562,1.0407632264,0.1734605377,6.2235581112,7.2764423077,"5,1","48,9","49,1","2,0","0,0"
050104,Urmiri,2025,1127,898,2759,1573,1186,-2.1937086093,2.7588195644,132.6306913997,0,100,97.5618631732,86.5168539326,90.5007743934,96.4695498676,82.0895522388,87.6560332871,88.9975550122,85.8974358974,14.4431554524,42.0533642691,37.7610208817,4.2343387471,0.2900232019,1.2180974478,5.9906814211,6.6479438315,"5,1","27,3","68,8","3,5","0,4"
050201,Uncía,18704,9244,9460,22020,11079,10941,-4.3460371342,1.4558010601,101.2613106663,40.4268846503,59.5731153497,99.0566467666,76.4986376022,85.3468815697,94.0636042403,76.7755385685,89.72381887,90.2834008097,89.1190198366,19.9673602611,34.337005304,28.2415340677,15.1203590371,1.721746226,0.611995104,6.7564123644,7.6931571022,"5,9","44,6","52,7","2,5","0,2"
050202,Chayanta,14165,6939,7226,16129,7973,8156,-28.6557190588,1.1581632513,97.7562530652,15.1156302313,84.8843697687,98.8848515224,72.0503441007,84.610802224,94.2626262626,75.283092542,89.3081761006,91.0812943962,87.5489428348,21.1854728186,44.5751484696,23.4353586112,9.5477386935,0.7651895843,0.4910918228,5.4203432784,6.3988290398,"4,5","34,3","63,6","1,8","0,3"
050203,Llallagua,36909,17895,19014,41104,19648,21456,-1.3675213675,0.9601950254,91.5734526473,85.3274620475,14.6725379525,99.1404151404,78.0678279486,92.668094546,97.2676242364,88.6972633979,91.5386887183,92.068707991,91.020586947,10.5388629003,23.781036344,32.9794890248,29.5834832674,2.4829075207,0.6342209428,9.3219523269,10.0518277663,"8,7","68,0","29,6","2,1","0,3"
050204,Chuquihuta,6476,3272,3204,8019,4223,3796,-1.4382154388,1.9062137458,111.248682824,0,100,98.0107594145,70.3953111361,82.9016635081,91.4648670107,73.2286995516,85.9669357939,87.9145173176,83.8424437299,22.4479922593,49.1049830672,22.8592162554,4.8621190131,0.6047411708,0.1209482342,4.8686893204,5.5191685912,"4,1","25,0","73,6","1,1","0,4"
050301,Betanzos,36821,17832,18989,33922,16875,17047,-4.7818028644,-0.7314478535,98.9910248138,13.9260656801,86.0739343199,98.2361485785,75.1488709392,83.310920473,91.1795259231,75.7197521866,86.8618415108,88.56215046,85.1556842867,25.2728844699,44.3910083216,24.192153896,5.4522857452,0.4809251054,0.2107424619,4.9297845787,5.8347912745,"4,1","39,4","57,5","2,9","0,2"
050302,Chaquí,9644,4520,5124,9910,4793,5117,-2.5566191922,0.2426879219,93.6681649404,0,100,99.0059843798,82.7144298688,81.233933162,91.9832582099,71.7137154263,88.3005366726,88.9895470383,87.5735294118,26.9132435657,43.7020623828,23.2827680245,4.9599454576,0.6647349582,0.477245611,4.6492460589,5.5481017324,"3,9","37,8","58,4","3,8","0,0"
050303,Tacobamba,12754,6323,6431,11835,6213,5622,-7.4671561051,-0.6670406908,110.5122732124,0,100,95.8436884052,71.989860583,75.1265654143,84.2950326141,64.7443181818,84.7263017356,84.5381526104,84.9401026811,35.5801785165,43.4287473069,18.2825484765,2.323791936,0.2616189597,0.1231148046,3.7726221674,4.4268648019,"3,0","20,8","75,5","3,5","0,2"
050401,Colquechaca,31037,15347,15690,35199,18532,16667,-3.9958292691,1.1224212684,111.1897762045,12.1367084292,87.8632915708,96.8469763164,62.5330265064,75.0969966949,84.855834007,63.947044335,82.0178935247,84.8500083794,78.8425403983,34.5051796341,42.7540224818,17.7760634781,4.1106458012,0.5785761516,0.2755124532,4.0422589745,4.662193092,"3,3","24,1","70,9","4,5","0,5"
050402,Ravelo,20536,10307,10229,20789,10552,10237,-9.8247180976,0.1092165443,103.0770733613,0,100,96.0737453056,62.5811727356,68.1463566859,78.9449257426,57.1608435631,84.2990368445,86.2670933954,82.1198453608,41.3037717516,40.4381238407,13.4352089038,4.0279127286,0.335659394,0.4593233813,3.4603033798,4.0888338347,"2,8","30,5","64,8","4,3","0,3"
050403,Pocoata,20116,9881,10235,26330,13376,12954,-5.4665616246,2.4010977858,103.2576810252,0,100,97.7028217007,79.2328142803,82.2463124222,91.1429236499,73.0244902883,87.4921511993,88.8258510113,86.1089792786,25.7314683425,46.1179809447,21.8933711737,5.54767214,0.540577066,0.1689303331,4.6898145002,5.543594544,"3,8","22,7","74,3","2,6","0,4"
050404,Ocurí,18516,9254,9262,16118,8472,7646,-7.9689234184,-1.2371356239,110.8030342663,0,100,94.9286250939,58.7293708897,68.5456831517,80.5638276752,55.1142666963,80.6932688432,84.1784216546,76.7849508337,40.4004290311,42.5336670242,12.1201287093,4.0162078417,0.7031343106,0.2264330831,3.3864751646,4.0406079855,"2,7","24,7","71,6","3,1","0,6"
050501,S.P. De Buena Vista,27639,13876,13763,30012,15374,14638,-3.1882825785,0.7347027915,105.0280092909,0,100,92.9302828563,59.5961615354,82.0224101944,89.1767476716,74.4839255499,83.7476885145,86.9487485101,80.3191489362,25.7423857868,48.1345177665,20.3934010152,4.8730964467,0.4822335025,0.3743654822,4.5173580089,5.2304995618,"3,8","22,3","75,2","2,2","0,3"
