cod.mun,departamento_y_municipio,t_2001,h_01,m_01,t_2012,h_12,m_12,tmn_2001_2012(%),tac_ 2001_2012(%),ind_mas,urbana,rural,pob_insrc_%,pob_ci_%,t_taf>15,h_>15,m_>15,t_ae(6_19),h_ae(6_19),m_ae(6_19),nin_(ni>19),prim_(ni>19),se_(ni>19),sup_(ni>19),ins_(ni>19),otro_(ni>19),t_aest,h_aest,m_aest,est_sal_ultpar,dom_ultpar,otro_ultpar,sinesp_ultpar
020804,Desaguadero,4981,2454,2527,6987,3466,3521,-0.1300390117,3.018576235,98.437943766,58.17947617,41.82052383,98.0942828485,85.1152139688,92.2680412371,98.7603305785,86.2804878049,90.3903903904,91.9864559819,88.5750962773,11.2131147541,34.0983606557,45.8142076503,7.5191256831,0.7868852459,0.5683060109,7.4166483637,8.9136657433,"6,1","37,7","59,7","2,6","0,0"
020805,San Andrés de Machaca,6299,3104,3195,6145,3085,3060,-1.7584369449,-0.2207792415,100.8169934641,0,100,98.8073844143,88.5435313263,91.2824994538,97.1978984238,85.3903183602,89.8571428571,91.8338108883,87.8917378917,14.726440106,37.0450711015,38.7081224391,8.3152566884,0.8917811521,0.3133285129,6.9043815057,8.5097465887,"5,3","18,3","79,6","2,0","0,1"
020806,Jesús de Machaca,13247,6387,6860,15039,7448,7591,-3.593637021,1.1316805556,98.1161902253,0,100,99.4404476419,89.8530487399,94.2412236248,98.287542341,90.3592706265,90.4659498208,91.8452935694,89.0142226582,11.8217258455,35.0964071225,45.1691075756,6.8907385945,0.7796860183,0.2423348435,7.2432032159,8.6311902693,"5,9","20,2","79,0","0,7","0,1"
020807,Taraco,5922,2900,3022,6603,3310,3293,0.3493013972,0.9708971614,100.5162465837,0,100,99.5151515152,91.3524155687,88.6531724406,96.1115475255,81.3271604938,88.7735236859,90.3225806452,87.074829932,18.0021482277,41.245972073,36.111707841,4.0386680988,0.3222341568,0.2792696026,5.8769131278,7.2676923077,"4,5","25,1","73,1","1,8","0,1"
020901,Luribay,9004,4591,4413,11139,5685,5454,-2.5595414567,1.8979439464,104.2354235424,0,100,99.128794683,89.9901247868,91.8170731707,96.2795134748,87.1474918892,87.8342245989,88.7139107612,86.9209809264,12.8907863931,37.5843547721,43.4650874535,5.3298443741,0.6472937612,0.0826332461,6.7632269651,7.8057437009,"5,7","26,4","70,6","3,0","0,0"
020902,Sapahaqui,11790,5982,5808,12484,6309,6175,-4.6275892464,0.5101663881,102.1700404858,0,100,98.6200256739,84.1236783082,90.7345013477,95.1736580965,86.3310961969,88.6683922922,89.3033461327,87.9685610641,15.2663022753,42.8371679166,37.6890809711,3.8133977374,0.3559171222,0.0381339774,6.0694090678,7.0685846391,"5,1","22,2","74,7","3,1","0,0"
020903,Yaco,7866,4029,3837,7315,3804,3511,-6.3523956723,-0.6477648532,108.3452007975,0,100,98.5489390828,86.971975393,92.443273906,97.4497681607,86.9250425894,88.3609415867,91.0066006601,85.3974121996,12.7404974191,44.1576724542,38.8315344908,3.8479587048,0.3050211168,0.1173158142,6.2410546139,7.3658865887,"5,0","15,6","82,0","2,4","0,0"
020904,Malla,3733,1962,1771,5180,2703,2477,1.0896152991,2.9219970501,109.1239402503,0,100,96.9257540603,83.6293436293,92.0972644377,95.6910141881,88.1118881119,87.6210235131,87.9452054795,87.2905027933,15.0551181102,29.7952755906,46.2047244094,7.7165354331,0.9133858268,0.3149606299,7.1503496503,8.1433713257,"6,0","28,0","68,6","3,4","0,0"
020905,Cairoma,11338,5801,5537,11355,5903,5452,-1.5801354402,0.0133638759,108.2721936904,0,100,97.857331805,84.5266402466,92.662116041,96.2762022195,88.5489755824,87.107815174,87.8424657534,86.3740022805,12.7620783956,38.0127620784,43.5581890003,4.9832877545,0.516560316,0.1671224552,6.7160493827,7.5372279496,"5,8","27,1","71,5","1,4","0,0"
021001,Inquisivi,16143,8395,7748,14717,7889,6828,-4.7511488434,-0.8249133732,115.5389572349,0,100,96.7232100279,74.5600326153,93.6287522973,97.557792692,88.8713318284,84.2816028337,84.5958527296,83.9368616527,9.735036669,51.6678495387,33.1085876508,4.8734326946,0.532292406,0.0828010409,5.9434163701,6.8654640296,"4,8","17,9","80,4","1,7","0,0"
021002,Quime,7338,3786,3552,8266,4535,3731,-0.4760609358,1.0621850569,121.5491825248,37.8780546818,62.1219453182,98.7033446437,85.5552867167,91.6751269036,97.0453853183,84.9638370765,86.2968231389,86.9251577998,85.6,12.0438646247,37.3983739837,42.7680090754,6.674229533,0.9075439592,0.207978824,6.9177900133,7.9707582455,"5,6","39,3","58,1","2,6","0,0"
021003,Cajuata,7757,4127,3630,10458,5479,4979,3.0279674081,2.6649227592,110.042177144,0,100,97.4533269507,81.5547905909,93.9329656343,96.9387755102,90.5885867941,83.1766612642,82.1604938272,84.3003412969,9.1086850253,42.5941013525,41.7141926022,5.6379338439,0.6680788659,0.2770083102,6.7860761562,7.4303836634,"6,1","39,7","57,1","3,2","0,0"
021004,Colquiri,18351,9507,8844,19620,10585,9035,-1.3583746752,0.5964124509,117.1555063641,30.4383282365,69.5616717635,98.3394645412,83.6952089704,91.4742731069,96.5472963333,85.2164730729,87.0644229135,87.7431906615,86.316541622,13.6330870427,41.7012074248,37.1328167237,6.5236979636,0.8560100919,0.1531807533,6.4444142922,7.3661788618,"5,3","34,6","63,8","1,6","0,0"
021005,Ichoca,6839,3567,3272,7913,4162,3751,-3.9375615244,1.3010614229,110.9570781125,0,100,97.9374920916,83.8114495135,93.1232091691,97.0357142857,88.6242299795,88.7083993661,91.007751938,86.3047001621,10.8168761221,41.0008976661,43.3797127469,4.2190305206,0.3141831239,0.2692998205,6.550180018,7.507996633,"5,4","16,2","82,3","1,6","0,0"
021006,Villa Libertad Licoma,2739,1439,1300,5488,2860,2628,-0.8257963036,6.1988629269,108.8280060883,42.638483965,57.361516035,98.7604812249,90.1056851312,94.208302262,96.4576352322,91.778697001,87.6111440427,89.3378226712,85.6783919598,8.6892919836,34.8156816852,52.1650087771,4.0374488005,0.2340550029,0.0585137507,7.3834652595,7.8615995462,"6,9","45,6","53,7","0,8","0,0"
021101,Chulumani,13204,6763,6441,17823,8962,8861,1.9796344317,2.6756117377,101.1398262047,11.5917634517,88.4082365483,98.8528369791,82.5730797284,95.3928457362,97.724723602,93.0765557855,86.8966933662,88.1334981459,85.6674856675,7.4426615901,34.3305230713,47.5478197806,8.8115311395,1.5955035808,0.2719608376,7.8836532339,8.5328839497,"7,2","55,4","42,2","2,3","0,0"
021102,Irupana,11383,6104,5279,17276,9330,7946,2.6502572117,3.721232265,117.417568588,0,100,98.6556959091,82.5364667747,93.6121919585,96.6363102233,89.8878437048,84.5774490025,84.9032258065,84.2228464419,8.9717925387,39.9090081893,43.6396724295,6.0691537762,1.1464968153,0.2638762511,7.1039423252,7.8116466524,"6,2","47,2","51,1","1,7","0,0"
021103,Yanacachi,4250,2349,1901,6420,3435,2985,5.8678847505,3.6793270415,115.0753768844,0,100,98.9557356608,84.4859813084,95.5784503112,97.4041069353,93.3108758422,87.6685934489,86.7001254705,88.6842105263,6.6730219256,32.6263107722,49.3088655863,8.6034318398,2.2640610105,0.5243088656,8.1637931034,8.7509710833,"7,4","61,8","36,4","1,8","0,0"
021104,Palos Blancos,16786,9356,7430,24731,13450,11281,-1.0619142158,3.4564545897,119.2270188813,22.1503376329,77.8496623671,97.9197021208,83.7936193441,95.1259037646,97.7489080524,91.8341531975,85.7515852294,85.0351288056,86.5624171747,8.3740198254,33.4590915816,47.3146915224,9.0915815949,1.449918627,0.3106968486,7.8250464511,8.40527292,"7,1","52,3","45,7","2,0","0,0"
021105,La Asunta,18016,9824,8192,40178,21308,18870,2.9309589841,7.154047933,112.9199788023,5.8838170143,94.1161829857,96.8831168831,76.9351386331,95.6887854094,97.8404837316,93.1722512207,79.6854082999,80.9905433563,78.2601085244,7.3685167508,41.683712896,46.7793990636,3.4774307923,0.5272966953,0.163643802,6.9918398979,7.6705357894,"6,2","40,3","56,5","3,2","0,0"
021201,Pucarani,24570,11980,12590,28465,13820,14645,-1.8230898635,1.3125108112,94.3666780471,0,100,99.3136219641,84.4335148428,89.7561468168,96.6051030212,83.6111111111,88.2254995243,90.5793688177,85.8241230178,17.453271028,36.8925233645,39.1179906542,5.7418224299,0.5198598131,0.2745327103,6.3787274008,7.7785008134,"5,1","20,6","77,6","1,8","0,1"
021202,Laja,16311,7956,8355,24531,12130,12401,-1.2178195657,3.6400697639,97.8146923635,0,100,99.4161358811,84.3544902368,91.1905032375,95.7889865803,86.755188574,88.130733945,90.4992867332,85.738980121,15.0638519677,38.2395100339,40.5785770133,4.8605681522,0.9121709669,0.345321866,6.5408879271,7.6748589847,"5,5","25,7","73,1","1,1","0,0"
021203,Batallas,20925,10166,10759,17426,8451,8975,-3.5664512859,-1.6321196519,94.1615598886,12.9519109377,87.0480890623,99.3507239715,88.786870194,89.3572854291,96.135103344,83.2217827807,90.4139433551,92.4625098658,88.3499005964,18.3063396576,34.5395650162,39.1577973161,7.1355853771,0.6663581675,0.1943544655,6.5303086649,7.97394394,"5,2","22,5","76,2","1,3","0,0"
021204,Puerto Pérez,7830,3827,4003,8157,4009,4148,-2.3227047828,0.3649359938,96.6489874638,0,100,99.139732088,90.3273262229,84.7011819544,93.4286687096,76.3517915309,88.0188679245,89.7601476015,86.1969111969,24.2196314404,36.7619405792,34.2421963144,3.9488529522,0.6017299737,0.2256487401,5.5241691843,6.8089494163,"4,3","15,7","82,6","1,3","0,3"
021301,Sica Sica,26818,13601,13217,31312,16082,15230,-2.0422104771,1.3818966509,105.5942219304,35.4432805314,64.5567194686,98.538161346,85.685998978,93.9866161262,97.8789258079,89.8690292758,88.2875352628,89.2849949648,87.2123317412,9.9989096064,38.0710936648,42.2036855305,8.7176970886,0.714207829,0.2944062807,7.1962324253,8.3773806976,"6,0","25,8","72,8","1,4","0,0"
021302,Umala,9583,5005,4578,8903,4583,4320,1.4864172219,-0.6565038952,106.087962963,0,100,98.9311431143,84.5333033809,92.3466257669,97.9809976247,86.326142132,90.6278026906,91.4035087719,89.8165137615,12.5603032391,42.2811853894,38.0771881461,6.5127498277,0.4135079256,0.1550654721,6.4846020761,7.762049208,"5,1","24,0","72,9","3,1","0,0"
021303,Ayo Ayo,6981,3470,3511,7798,3977,3821,-3.396546844,0.9871777141,104.0827008636,0,100,99.2160390695,85.0859194665,93.2827535159,97.9761474521,88.3579825559,87.664618086,90.0087642419,85.3122251539,13.6882129278,41.9307139839,39.945078158,3.6332910858,0.6125897761,0.1901140684,6.3514316013,7.5580724876,"5,1","22,1","76,1","1,8","0,0"
021304,Calamarca,12112,6101,6011,12413,6307,6106,-2.5037734174,0.2189548821,103.2918440878,0,100,99.3707139976,85.3540642874,94.4620438813,98.0587011786,90.7530981888,89.9813482547,91.5332989158,88.3259911894,11.118625727,39.5644528608,43.9334505613,4.6936291086,0.4734208035,0.2164209387,6.7990482665,7.9654340836,"5,6","23,0","75,5","1,4","0,1"
021305,Patacamaya,20039,10187,9852,22858,11375,11483,1.8728860619,1.1740047279,99.0594792302,49.2125295301,50.7874704699,98.785354089,83.5156181643,93.4510138461,98.0275350808,88.9525048796,87.9479283315,88.5006877579,87.3753206042,11.3583681038,36.8953793849,41.9255138309,8.4917323443,0.9426672848,0.3863390512,7.2337450478,8.3979156798,"6,1","36,1","61,9","1,9","0,1"
021306,Colquencha,8020,3977,4043,9879,5060,4819,0.0564525234,1.8594944911,105.0010375597,31.2278570706,68.7721429294,99.3714517437,84.3810102237,95.8242714224,98.1859410431,93.3511427723,90.4794520548,92.1568627451,88.7578070784,7.8668683812,36.9641956631,49.1679273828,5.2613884687,0.4034291478,0.3361909565,7.3831870358,8.4901120633,"6,2","22,7","74,6","2,6","0,1"
021307,Collana,2927,1458,1469,5042,2461,2581,0.1115573405,4.8506995562,95.3506392871,56.3665212217,43.6334787783,99.2440819574,87.0884569615,97.5482093664,98.6954055587,96.4649169791,91.0237388724,90.7488986784,91.3043478261,5.6936143441,28.593897452,57.4709027996,7.2349795533,0.6605850897,0.3460207612,8.2877492877,8.8712220762,"7,7","31,6","65,3","3,1","0,0"
021401,Coroico,12237,6641,5596,19397,10141,9256,2.6411125394,4.1088515213,109.5613656007,12.1307418673,87.8692581327,98.8492104448,86.7866164871,95.2896198514,97.8347266,92.4611635699,87.8039513678,88.3559135848,87.2088432689,7.8370163477,35.0529861168,41.9535036556,13.2752813604,1.4704674279,0.4107450916,7.9724080958,8.6871088861,"7,2","53,8","44,6","1,5","0,0"
021402,Coripata,11444,5819,5625,16930,8460,8470,0.7912760157,3.4931079815,99.8819362456,0,100,98.5792931984,83.8924985233,95.6605351171,97.5950218634,93.7479215165,87.4269638606,88.5067479321,86.3597246127,7.1852845373,37.8999808392,48.6108449895,5.2979497988,0.6610461774,0.3448936578,7.4264564507,8.2433944069,"6,6","50,3","48,2","1,6","0,0"
021501,Ixiamas,5625,3226,2399,9362,5216,4146,11.7060234878,4.5439828407,125.8080077183,43.0463576159,56.9536423841,95.4190302901,72.8690450758,97.0052748001,98.479976615,94.9511400651,81.0234541578,79.2715231788,83.0521472393,5.119047619,34.9007936508,50.1388888889,8.2341269841,1.2103174603,0.3968253968,8.0197289757,8.5192111527,"7,3","55,5","40,4","4,1","0,1"
021502,San Buenaventura,6203,3378,2825,8711,4620,4091,5.5540467137,3.028681636,112.9308237595,39.6280564803,60.3719435197,97.5632183908,73.9180346688,95.9860062604,97.9722879351,93.6084142395,86.2143630458,86.0912981455,86.3403944485,6.9752421959,33.3907427341,46.8030139935,10.4413347686,1.9160387513,0.4736275565,8.0617044229,8.49667839,"7,5","56,4","41,5","2,2","0,0"
021601,Charazani,9161,4732,4429,13023,6772,6251,-1.0583398933,3.1375732929,108.3346664534,25.3704983491,74.6295016509,98.2365624519,79.3442371189,84.4024862202,92.3522853958,75.5813953488,85.1196410768,87.634936212,82.5227963526,24.263502455,35.979268958,33.1696672122,5.7965084561,0.5864702673,0.2045826514,5.7877171386,7.0396681359,"4,4","19,3","79,6","1,0","0,1"
021602,Curva,2213,1074,1139,3285,1654,1631,-2.1997206704,3.5233986728,101.410177805,0,100,96.0085313833,73.302891933,85.4704797048,92.1495327103,78.9617486339,82.298136646,85.2941176471,78.9473684211,24.4432661718,39.8727465536,30.1696712619,5.1961823966,0.2651113468,0.0530222694,5.3799149841,6.730349345,"4,1","9,1","88,7","2,2","0,0"
021701,Copacabana,14586,6958,7628,14931,7269,7662,1.0826167076,0.2085172573,94.8707909162,38.3832295225,61.6167704775,98.6384063317,87.0604781997,88.6310029248,96.0956175299,81.914321563,91.1348398311,92.4124513619,89.802130898,17.0178968548,38.038758869,36.5244096156,7.2222810547,0.9424970878,0.2541565181,6.4573099415,7.8175232058,"5,3","31,9","65,7","2,4","0,0"
021702,San Pedro de Tiquina,6093,3034,3059,6052,2945,3107,-0.0739234892,-0.0602231314,94.7859671709,0,100,99.4380165289,89.1440846001,85.8490566038,96.2019660411,76.2984336356,87.089871612,86.1185983827,88.1818181818,22.3289597001,36.5979381443,33.0365510778,6.7244611059,0.9372071228,0.3748828491,5.8917137476,7.3524712931,"4,6","31,0","66,4","2,6","0,0"
021703,Tito Yupanqui,2213,1029,1184,6261,3084,3177,-0.3569607343,9.276301829,97.0727101039,55.2467656924,44.7532343076,97.5379696243,89.1550870468,88.8232899023,93.6266447368,84.1129032258,90.1659496005,90.7117008444,89.5989974937,20.3084832905,25.6602009815,47.6746903482,5.6788969385,0.467398925,0.2103295162,6.9517306334,7.7901056676,"6,1","29,6","67,9","2,5","0,0"
021801,San Pedro Cuarahuara,8103,4253,3850,8858,4697,4161,-1.8154872175,0.7946171601,112.8815188657,0,100,99.4012652508,92.4023481599,95.1724137931,98.3012457531,91.6507329509,88.3010752688,90.0167785235,86.4960282436,8.7998630372,31.124807396,52.9190207156,6.3345317583,0.5649717514,0.2568053416,7.7711382814,8.8049485861,"6,6","21,0","77,2","1,7","0,2"
021802,Papel Pampa,6053,3162,2891,7003,3703,3300,-10.338766379,1.3003403379,112.2121212121,0,100,99.0134400915,86.7199771526,93.6170212766,97.7810112768,88.7952822241,87.0053160071,87.5294117647,86.4768683274,9.9148285652,38.1961126884,43.2627211181,7.9711727451,0.349421271,0.3057436121,7.1618130063,8.3280808081,"5,8","24,5","74,2","1,3","0,0"
021803,Chacarilla,1566,847,719,2004,1086,918,-2.4282560706,2.1997568318,118.3006535948,0,100,98.7518721917,86.2275449102,93.1506849315,97.3614775726,88.0763116057,90.2482269504,91.724137931,88.6861313869,12.9449838188,36.1650485437,44.9838187702,5.3398058252,0.4045307443,0.1618122977,6.867371847,8.1209439528,"5,3","22,4","76,2","1,4","0,0"
021901,Santiago de Machaca,4402,2180,2222,4593,2347,2246,0.6758387642,0.3788548318,104.4968833482,0,100,99.433427762,89.0920966688,96.4171278765,99.2455020313,93.567251462,87.2021182701,86,88.5553470919,7.5331393469,44.8431943097,37.8920142257,8.2120918202,1.1639185257,0.3556417717,7.0129617628,8.2194964493,"5,8","29,6","69,1","1,1","0,2"
021902,Catacora,1735,908,827,2881,1488,1393,-0.1554001554,4.5233968327,106.8198133525,0,100,97.9428172943,89.8993405068,98.2089552239,98.9205103042,97.4772956609,89.4736842105,89.8760330579,89.0186915888,6.5165876777,33.5308056872,53.7914691943,5.3909952607,0.4146919431,0.355450237,7.7754615843,8.4589774078,"7,1","16,8","81,9","1,2","0,0"
022001,Caranavi,43060,23466,19594,50330,26515,23815,-2.3925912638,1.3915184195,111.3373923997,26.4236042122,73.5763957878,97.8886412481,80.6060003974,95.5305934445,97.5836534714,93.1803696622,85.0660683121,84.1669665347,86.0386661477,7.6075864738,34.3924839016,46.303529329,8.6913684507,2.6813047609,0.323727084,7.8255562258,8.5394535664,"7,0","47,1","51,0","1,9","0,0"
022002,Alto Beni,8093,4626,3467,11194,6205,4989,-2.4470965801,2.8933256544,124.3736219683,0,100,98.3891175944,79.3371448991,95.1866666667,97.3354958295,92.2738693467,83.734939759,82.905982906,84.6964064436,8.6663532362,34.9788434415,47.218304341,7.5066603981,1.1596928381,0.4701457452,7.5480314961,8.1470187857,"6,7","48,0","50,4","1,6","0,0"
030101,Cochabamba,517024,247449,269575,632013,304677,327336,-1.0924107894,1.7912399171,93.0777549674,100,0,98.9589539468,81.4413627568,97.5720375259,99.228354075,96.0955171379,90.1212490766,90.3992943252,89.8448552021,3.8902736831,18.0835853378,38.6496779826,33.8506699733,4.7914162438,0.7343767793,10.949558367,11.6178882177,"10,4","84,5","13,1","2,3","0,0"
030201,Aiquile,26281,13157,13124,23267,11651,11616,-19.4641096872,-1.086498162,100.3013085399,33.7946447759,66.2053552241,97.444185846,84.1922035501,87.8678761859,92.9361349184,82.7806299431,85.2299936988,84.7735618115,85.7142857143,18.2729941292,48.4099804305,22.4804305284,9.5156555773,1.1007827789,0.2201565558,5.6320406657,6.1658108332,"5,1","46,6","50,7","2,7","0,0"
030202,Pasorapa,4659,2500,2159,6853,3593,3260,-4.3412923693,3.4419456839,110.2147239264,45.7317962936,54.2682037064,98.6413440467,83.0001459215,92.928452579,95.3991348801,90.1545253863,87.2984855887,85.2534562212,89.604989605,11.0785749146,35.9931673987,38.140556369,13.17715959,1.1713030747,0.439238653,7.5241126071,7.7325581395,"7,3","47,9","51,0","1,0","0,0"
030203,Omereque,6071,3195,2876,5643,2897,2746,-1.4195903468,-0.652089589,105.4989075018,0,100,96.3759104637,73.5601630338,91.1538461538,94.576446281,87.265258216,79.7948717949,76.7137096774,82.9853862213,14.3093192333,48.8433575677,29.3787177792,6.6093853272,0.5948446794,0.2643754131,5.8200531208,6.2584341184,"5,3","53,9","43,7","2,4","0,0"
030301,Independencia,26825,13504,13321,23658,12180,11478,-6.8376906852,-1.1205957158,106.116048092,0,100,96.6752894279,76.3547214473,84.3366336634,91.7668115571,76.4055676856,84.2522916952,86.0070099757,82.4444444444,28.21915697,46.0969407413,20.3359790398,4.5233875318,0.7397703629,0.0847653541,4.4213574241,5.2255369928,"3,6","30,7","68,2","1,1","0,1"
030302,Morochata,17011,8507,8504,12797,6505,6292,-11.0510118437,-2.5389588465,103.3852511125,0,100,95.5773762765,67.156364773,84.4567042456,91.6508987701,77.0559610706,80.4047131148,82.0208023774,78.6737400531,26.7566048342,54.3142214727,16.5120854413,2.1360314784,0.1967397414,0.084317032,3.8504712336,4.52213868,"3,2","29,0","68,0","3,0","0,0"
030303,Cocapata,17123,8625,8498,18076,9596,8480,-4.6894888457,0.483107826,113.1603773585,0,100,95.1272363596,67.4098251826,89.8948125506,95.0694904037,83.7369560937,73.911614917,74.3290179981,73.4589041096,16.2651247457,59.513866581,19.9700182032,3.6834778884,0.4497269515,0.1177856302,4.6872450075,5.5449160908,"3,7","22,3","75,5","2,1","0,1"
030401,Tarata,8715,4265,4450,8242,4140,4102,-1.5405777166,-0.4977372492,100.9263773769,47.9495268139,52.0504731861,98.8677867056,76.0495025479,91.2779608115,96.6136834831,85.9032370345,87.5753920386,86.7635807192,88.4745762712,13.0512871682,36.5396128517,26.0826182399,18.9782478547,5.0289363401,0.3192975454,7.4727309727,8.4305785124,"6,5","57,3","40,7","2,0","0,0"
030402,Anzaldo,9126,4491,4635,7192,3527,3665,-7.9930081042,-2.1242756108,96.2346521146,0,100,97.6809164571,75.7647385984,82.8061982594,90.6101254868,75.2916666667,84.8859315589,86.9441816462,82.8080229226,24.617253949,52.3936816525,17.4240583232,4.9817739976,0.510328068,0.0729040097,4.3577512777,5.2223895582,"3,5","25,3","72,4","2,3","0,1"
030403,Arbieto,9438,4472,4966,17445,8423,9022,9.8493003229,5.4793900311,93.3606739082,20.5101748352,79.4898251648,98.3680974545,77.6554886787,93.5641891892,98.0395651399,89.5328303098,88.9862577176,89.2009493671,88.7685519454,9.9654045743,42.7733999616,34.6050355564,10.1960407457,2.037286181,0.422832981,7.0037739501,7.965723725,"6,2","61,7","35,4","2,9","0,0"
030404,Sacabamba,4718,2343,2375,4366,2136,2230,-3.1758530184,-0.6916054275,95.7847533632,0,100,98.273480663,77.0728355474,86.9797225187,94.7722180732,79.8913043478,87.4626865672,88.9208633094,85.8914728682,22.1532091097,46.6666666667,25.2587991718,4.7204968944,1.0351966874,0.16563147,5.0960099751,6.1906443071,"4,1","33,3","65,4","1,1","0,2"
030501,Arani,11542,5580,5962,9504,4532,4972,-4.7857475547,-1.7328979341,91.1504424779,37.2685185185,62.7314814815,99.1765202703,79.2929292929,88.2161842882,95.9294871795,81.6265060241,91.8646508279,91.9524142757,91.7716827279,17.0598290598,38.8547008547,24.8717948718,17.0427350427,1.811965812,0.358974359,6.8556434962,8.0917431193,"5,8","60,2","36,1","3,6","0,1"
030502,Vacas,12511,6135,6376,8940,4261,4679,-9.414437153,-2.9976335745,91.0664671938,0,100,98.9225589226,76.0178970917,83.8145652871,93.9383561644,74.8943874472,89.5988112927,91.2946428571,87.9080118694,28.2914764079,45.700152207,19.996194825,5.4223744292,0.3234398782,0.2663622527,4.4406423246,5.6391666667,"3,4","30,4","67,1","2,5","0,0"
030601,Arque,11806,5802,6004,10597,5228,5369,-9.564924871,-0.963646179,97.3738126281,0,100,97.0251065846,74.2285552515,76.1125963202,86.313750807,66.4213431463,79.727040091,83.0681818182,76.3801935117,39.2565901764,46.1407168595,11.720083444,2.4653897212,0.3034325811,0.1137872179,3.2076762303,4.028751477,"2,4","15,3","82,4","2,3","0,0"
030602,Tacopaya,11658,5696,5962,10253,5062,5191,-8.4084761046,-1.145475418,97.514929686,0,100,98.2254901961,76.0167755779,80.7087827427,90.7145105445,71.1137941443,80.8664259928,84.3446601942,77.446300716,31.2488470762,51.5771997786,14.4069359897,2.3611879727,0.2767017156,0.1291274673,3.519511744,4.3334595004,"2,7","15,8","82,6","1,7","0,0"
030701,Capinota,16945,8231,8714,19477,9568,9909,-0.891000891,1.2421565906,96.5586840246,47.3224829286,52.6775170714,98.701499459,77.7994557683,89.8978079413,95.3823720026,84.805175267,89.3739967897,90.4899135447,88.2523334406,14.996294924,42.9510929974,29.9648017784,9.3645794739,2.3619859207,0.3612449055,6.4535046077,7.2054821151,"5,8","55,3","41,7","3,0","0,0"
030702,Santivañez,6402,3020,3382,6527,3180,3347,1.0138087747,0.1724780986,95.0104571258,0,100,99.07904835,82.8711506052,90.9128803668,96.2624945676,85.9831798158,85.6657223796,82.3018458198,89.336492891,15.5868993545,44.2983504662,30.3131723643,8.3911068611,0.7889074827,0.6215634712,6.0972490347,7.0653292181,"5,2","45,8","51,7","2,4","0,1"
030703,Sicaya,2235,1187,1048,3740,1964,1776,-2.6339969372,4.5922056611,110.5855855856,0,100,98.2864792503,80.9893048128,85.6665273715,91.6334661355,79.086115993,83.5032437442,85.4452054795,81.2121212121,21.3483146067,49.0962383977,25.2076209086,3.7616023449,0.5373717636,0.0488519785,4.958374143,5.5437441204,"4,3","33,6","62,6","3,8","0,0"
030801,Cliza,19747,9360,10387,21899,10604,11295,-1.0831458322,0.9226379459,93.8822487826,51.4361386365,48.5638613635,98.2969151671,77.4144938125,93.2627338877,97.6371424623,89.3807480074,90.2907836373,90.0929785188,90.4986522911,9.8500593824,33.2244655582,33.8108669834,20.5685866983,2.0932304038,0.4527909739,8.1890230187,9.3011950904,"7,2","72,1","24,5","3,5","0,0"
030802,Toko,6705,3258,3447,7057,3472,3585,-2.5569932224,0.4563848199,96.8479776848,0,100,98.892360125,81.5785744651,88.5666480759,95.2198852772,82.2720694645,90.395480226,90.1746724891,90.6323185012,19.5688926458,38.9898562975,31.720202874,9.0025359256,0.4437869822,0.2747252747,6.1277364506,7.0611973392,"5,3","57,1","39,0","3,8","0,1"
030803,Tolata,5316,2718,2598,5542,2786,2756,8.5805934242,0.3713613278,101.0885341074,60.7722843739,39.2277156261,98.8237423091,80.2598339949,94.8849104859,98.2429718876,91.3972888425,78.0243000528,68.6868686869,90.671641791,9.0318589545,37.4884008661,36.6223321992,14.2901330034,1.8249304052,0.7423445716,7.7686799502,8.9608865711,"6,7","73,1","24,5","2,4","0,1"
030901,Quillacollo,104206,51250,52956,137182,66651,70531,4.1321426506,2.4523439787,94.4988728361,95.1925179688,4.8074820312,98.8354082647,81.1972416206,96.7098258018,98.9238874566,94.7070633327,89.5114871845,89.4566496665,89.5666765374,5.0229490445,23.7254974344,40.2623451093,24.7652798799,5.629591347,0.5943371848,9.8718637993,10.558178174,"9,3","82,1","15,9","1,9","0,0"
030902,Sipe Sipe,31337,15543,15794,41571,20284,21287,4.948018013,2.5207082363,95.2882040682,34.3845469197,65.6154530803,98.0437561811,78.0856847321,92.781056304,97.1779522662,88.7642045455,88.413897281,88.532453905,88.2934997717,12.6263289146,38.7802423765,34.2258389115,11.4975718598,2.353764711,0.5162532266,7.0811346518,7.948011947,"6,3","64,6","33,1","2,3","0,0"
030903,Tiquipaya,37791,18373,19418,53904,26085,27819,6.7033581287,3.1676504111,93.7668499946,91.7798308103,8.2201691897,98.5654823844,79.0961709706,96.4221039346,98.4708597807,94.5647625026,89.6663209907,90.203165898,89.1517323775,5.4074735365,24.4643540365,38.9427368958,25.8768014284,4.5912511159,0.7173829869,9.8322158468,10.4726718591,"9,3","81,2","16,5","2,3","0,0"
030904,Vinto,31489,15435,16054,51968,25197,26771,6.3000379117,4.4686289165,94.1205035299,78.9274168719,21.0725831281,98.3728238447,77.8863916256,95.0109345386,98.0209041994,92.3259406378,90.0669506999,90.5701754386,89.5645828266,7.7851477024,30.0841083151,38.1632932166,19.8440919037,3.5899890591,0.5333698031,8.7405720595,9.4920880253,"8,1","74,1","24,3","1,6","0,0"
